gm,game_date,home_away,opp,result,r,ra,record,rank,gb,time,time_minutes,day_night,attendance,year,wins,losses,win_pct,game_day
80,2008-06-28,home,MIN,W,5,1,44-36,3,-4.5,2:28:00,148,N,38963,2008,44,36,0.55,Saturday
79,2008-06-27,home,MIN,L,6,7,43-36,3,-5.5,2:50:00,170,N,30104,2008,43,36,0.54,Friday
78,2008-06-25,home,ATL,L,2,4,43-35,3,-6.0,2:29:00,149,D,34829,2008,43,35,0.55,Wednesday
77,2008-06-24,home,ATL,W,4,3,43-34,3,-5.0,2:31:00,151,N,29224,2008,43,34,0.56,Tuesday
76,2008-06-23,home,ATL,W,4,1,42-34,3,-6.0,2:14:00,134,N,25661,2008,42,34,0.55,Monday
75,2008-06-22,home,BAL,W,7,3,41-34,3,-6.5,3:04:00,184,D,43517,2008,41,34,0.55,Sunday
74,2008-06-21,home,BAL,W,3,2,40-34,3,-6.5,2:35:00,155,N,42521,2008,40,34,0.54,Saturday
73,2008-06-20,home,BAL,L,5,8,39-34,3,-6.5,3:27:00,207,N,36526,2008,39,34,0.53,Friday
72,2008-06-19,home,TOR,W,8,7,39-33,3,-5.5,2:40:00,160,D,35173,2008,39,33,0.54,Thursday
71,2008-06-18,home,TOR,W,5,4,38-33,3,-6.5,3:03:00,183,N,34442,2008,38,33,0.54,Wednesday
70,2008-06-17,home,TOR,W,7,0,37-33,3,-7.5,2:23:00,143,N,37065,2008,37,33,0.53,Tuesday
69,2008-06-15,home,MIN,W,4,2,36-33,3,-8.5,2:50:00,170,D,41693,2008,36,33,0.52,Sunday
68,2008-06-14,home,MIN,L,4,9,35-33,3,-8.5,3:44:00,224,N,43812,2008,35,33,0.51,Saturday
67,2008-06-13,home,MIN,L,2,10,35-32,3,-7.5,2:33:00,153,N,38586,2008,35,32,0.52,Friday
66,2008-06-12,home,HOU,W,9,6,35-31,3,-7.5,2:53:00,173,D,35709,2008,35,31,0.53,Thursday
65,2008-06-11,home,HOU,W,10,6,34-31,3,-7.5,3:11:00,191,N,33806,2008,34,31,0.52,Wednesday
64,2008-06-10,home,HOU,L,1,6,33-31,3,-7.5,2:26:00,146,N,35058,2008,33,31,0.52,Tuesday
63,2008-06-08,home,COL,W,3,2,33-30,3,-6.5,3:09:00,189,D,32256,2008,33,30,0.52,Sunday
62,2008-06-07,home,COL,L,2,7,32-30,3,-6.5,2:26:00,146,N,37283,2008,32,30,0.52,Saturday
61,2008-06-06,home,COL,L,4,6,32-29,3,-6.5,2:34:00,154,N,30558,2008,32,29,0.52,Friday
60,2008-06-04,home,ARI,W,10,1,32-28,3,-6.0,2:46:00,166,D,27539,2008,32,28,0.53,Wednesday
59,2008-06-03,home,ARI,W,7,1,31-28,3,-7.0,2:27:00,147,N,29478,2008,31,28,0.53,Tuesday
58,2008-06-02,home,ARI,W,4,3,30-28,3,-7.0,2:43:00,163,N,27562,2008,30,28,0.52,Monday
57,2008-06-01,home,HOU,W,10,1,29-28,4,-7.0,2:55:00,175,D,44613,2008,29,28,0.51,Sunday
56,2008-05-31,home,HOU,W,4,1,28-28,4,-7.0,2:24:00,144,N,42913,2008,28,28,0.5,Saturday
55,2008-05-30,home,HOU,W,5,1,27-28,4,-7.0,2:47:00,167,N,32039,2008,27,28,0.49,Friday
54,2008-05-29,home,ATL,L,1,8,26-28,4,-7.0,2:56:00,176,D,33334,2008,26,28,0.48,Thursday
53,2008-05-28,home,ATL,W,1,0,26-27,4,-6.0,2:15:00,135,N,31612,2008,26,27,0.49,Wednesday
52,2008-05-27,home,ATL,W,3,2,25-27,4,-6.0,2:26:00,146,N,28872,2008,25,27,0.48,Tuesday
51,2008-05-26,home,WSN,W,4,3,24-27,5,-6.0,3:14:00,194,D,28552,2008,24,27,0.47,Monday
50,2008-05-25,home,WSN,L,6,7,23-27,5,-6.0,3:08:00,188,D,35567,2008,23,27,0.46,Sunday
49,2008-05-24,home,WSN,W,5,2,23-26,4,-6.0,2:43:00,163,N,30029,2008,23,26,0.47,Saturday
48,2008-05-23,home,WSN,L,1,5,22-26,4,-7.0,2:42:00,162,N,28007,2008,22,26,0.46,Friday
47,2008-05-22,home,PIT,L,4,8,22-25,4,-6.0,2:47:00,167,N,12887,2008,22,25,0.47,Thursday
46,2008-05-21,home,PIT,W,4,1,22-24,4,-5.5,2:31:00,151,N,8805,2008,22,24,0.48,Wednesday
45,2008-05-20,home,PIT,W,7,2,21-24,4,-6.5,3:09:00,189,N,11761,2008,21,24,0.47,Tuesday
44,2008-05-18,home,BOS,L,7,11,20-24,6,-7.0,3:18:00,198,D,37204,2008,20,24,0.45,Sunday
43,2008-05-17,home,BOS,L,6,7,20-23,5,-6.0,3:12:00,192,N,37847,2008,20,23,0.47,Saturday
42,2008-05-17,home,BOS,L,3,5,20-22,5,-6.0,3:03:00,183,D,37409,2008,20,22,0.48,Saturday
41,2008-05-15,home,LAD,L,2,7,20-21,4,-5.0,3:03:00,183,D,30444,2008,20,21,0.49,Thursday
40,2008-05-14,home,LAD,L,4,6,20-20,4,-4.0,3:04:00,184,N,27562,2008,20,20,0.5,Wednesday
39,2008-05-13,home,LAD,W,5,3,20-19,4,-3.0,2:43:00,163,N,26465,2008,20,19,0.51,Tuesday
38,2008-05-12,home,STL,W,8,3,19-19,4,-4.0,2:38:00,158,N,25757,2008,19,19,0.5,Monday
37,2008-05-11,home,STL,W,5,3,18-19,4,-4.0,2:49:00,169,D,41197,2008,18,19,0.49,Sunday
36,2008-05-10,home,STL,L,3,5,17-19,4,-5.0,3:26:00,206,D,43382,2008,17,19,0.47,Saturday
35,2008-05-09,home,STL,W,4,3,17-18,4,-4.0,2:47:00,167,N,42705,2008,17,18,0.49,Friday
34,2008-05-08,home,FLA,L,2,7,16-18,4,-5.0,3:19:00,199,N,12321,2008,16,18,0.47,Thursday
33,2008-05-07,home,FLA,L,2,6,16-17,4,-5.0,2:41:00,161,N,10405,2008,16,17,0.48,Wednesday
32,2008-05-06,home,FLA,L,0,3,16-16,4,-5.0,2:30:00,150,N,10113,2008,16,16,0.5,Tuesday
31,2008-05-04,home,HOU,L,6,8,16-15,3,-3.5,4:24:00,264,D,38301,2008,16,15,0.52,Sunday
30,2008-05-03,home,HOU,L,2,6,16-14,3,-2.5,3:06:00,186,N,35002,2008,16,14,0.53,Saturday
29,2008-05-02,home,HOU,L,4,7,16-13,3,-2.5,2:45:00,165,N,39715,2008,16,13,0.55,Friday
28,2008-05-01,home,CHC,W,4,3,16-12,3,-1.5,2:56:00,176,D,40849,2008,16,12,0.57,Thursday
27,2008-04-30,home,CHC,L,5,19,15-12,3,-2.0,3:33:00,213,N,39908,2008,15,12,0.56,Wednesday
26,2008-04-29,home,CHC,W,10,7,15-11,3,-1.0,3:40:00,220,N,39543,2008,15,11,0.58,Tuesday
25,2008-04-27,home,FLA,L,2,3,14-11,3,-2.0,4:11:00,251,D,41656,2008,14,11,0.56,Sunday
24,2008-04-26,home,FLA,W,4,3,14-10,3,-2.0,2:56:00,176,N,44169,2008,14,10,0.58,Saturday
23,2008-04-25,home,FLA,L,0,3,13-10,3,-2.0,3:28:00,208,N,40088,2008,13,10,0.57,Friday
22,2008-04-24,home,PHI,L,1,3,13-9,3,-2.0,2:55:00,175,D,23905,2008,13,9,0.59,Thursday
21,2008-04-23,home,PHI,W,5,4,13-8,2,-2.0,2:50:00,170,N,30548,2008,13,8,0.62,Wednesday
20,2008-04-22,home,STL,W,9,8,12-8,3,-2.0,4:28:00,268,D,23748,2008,12,8,0.6,Tuesday
19,2008-04-21,home,STL,L,3,4,11-8,3,-2.0,2:46:00,166,N,31240,2008,11,8,0.58,Monday
18,2008-04-20,home,CIN,L,3,4,11-7,3,-1.0,3:07:00,187,D,26902,2008,11,7,0.61,Sunday
17,2008-04-19,home,CIN,W,5,3,11-6,2,-0.5,3:13:00,193,D,26410,2008,11,6,0.65,Saturday
16,2008-04-18,home,CIN,W,5,2,10-6,2,-1.5,2:57:00,177,N,32629,2008,10,6,0.62,Friday
15,2008-04-17,home,STL,W,5,3,9-6,2,-1.5,3:39:00,219,D,36850,2008,9,6,0.6,Thursday
14,2008-04-16,home,STL,L,4,5,8-6,3,-2.5,2:49:00,169,N,40712,2008,8,6,0.57,Wednesday
13,2008-04-15,home,STL,L,1,6,8-5,2,-1.5,2:48:00,168,N,39438,2008,8,5,0.62,Tuesday
12,2008-04-13,home,NYM,W,9,7,8-4,2,-0.5,3:42:00,222,D,52794,2008,8,4,0.67,Sunday
11,2008-04-12,home,NYM,W,5,3,7-4,2,-1.5,2:38:00,158,D,54701,2008,7,4,0.64,Saturday
10,2008-04-11,home,NYM,L,2,4,6-4,2,-1.5,2:26:00,146,N,46214,2008,6,4,0.6,Friday
9,2008-04-10,home,CIN,L,1,4,6-3,2,-0.5,2:16:00,136,D,25023,2008,6,3,0.67,Thursday
8,2008-04-09,home,CIN,L,4,12,6-2,2,-0.5,3:16:00,196,N,31313,2008,6,2,0.75,Wednesday
7,2008-04-08,home,CIN,W,3,2,6-1,1,0.5,3:20:00,200,N,27717,2008,6,1,0.86,Tuesday
6,2008-04-06,home,SFG,W,7,0,5-1,1,0.0,2:31:00,151,D,44014,2008,5,1,0.83,Sunday
5,2008-04-05,home,SFG,W,5,4,4-1,1,0.0,3:06:00,186,D,30574,2008,4,1,0.8,Saturday
4,2008-04-04,home,SFG,W,13,4,3-1,1,0.0,3:02:00,182,D,45212,2008,3,1,0.75,Friday
3,2008-04-03,home,CHC,L,3,6,2-1,1,0.0,2:49:00,169,D,37973,2008,2,1,0.67,Thursday
2,2008-04-02,home,CHC,W,8,2,2-0,1,1.0,3:23:00,203,D,39468,2008,2,0,1.0,Wednesday
1,2008-03-31,home,CHC,W,4,3,1-0,1,0.0,2:59:00,179,D,41089,2008,1,0,1.0,Monday
162,2007-09-30,home,SDP,W,11,6,83-79,2,-2.0,3:24:00,204,D,42415,2007,83,79,0.51,Sunday
161,2007-09-29,home,SDP,W,4,3,82-79,2,-3.0,3:30:00,210,D,40946,2007,82,79,0.51,Saturday
160,2007-09-28,home,SDP,L,3,6,81-79,2,-3.0,2:55:00,175,N,38135,2007,81,79,0.51,Friday
159,2007-09-27,home,SDP,L,5,9,81-78,2,-2.0,3:03:00,183,N,34918,2007,81,78,0.51,Thursday
158,2007-09-26,home,STL,L,3,7,81-77,2,-2.0,3:12:00,192,N,32411,2007,81,77,0.51,Wednesday
157,2007-09-25,home,STL,W,9,1,81-76,2,-2.0,2:48:00,168,N,32329,2007,81,76,0.52,Tuesday
156,2007-09-24,home,STL,W,13,5,80-76,2,-3.0,3:14:00,194,N,40908,2007,80,76,0.51,Monday
155,2007-09-23,home,ATL,L,4,7,79-76,2,-3.5,3:34:00,214,D,44088,2007,79,76,0.51,Sunday
154,2007-09-22,home,ATL,L,3,4,79-75,2,-2.5,3:28:00,208,D,42378,2007,79,75,0.51,Saturday
153,2007-09-21,home,ATL,W,4,1,79-74,2,-1.5,3:02:00,182,N,34401,2007,79,74,0.52,Friday
152,2007-09-20,home,ATL,L,1,3,78-74,2,-1.5,2:38:00,158,N,26595,2007,78,74,0.51,Thursday
151,2007-09-19,home,HOU,L,4,5,78-73,2,-1.0,3:30:00,210,N,36981,2007,78,73,0.52,Wednesday
150,2007-09-18,home,HOU,W,9,1,78-72,1,0.0,3:03:00,183,N,32866,2007,78,72,0.52,Tuesday
149,2007-09-17,home,HOU,W,6,0,77-72,2,-1.0,2:37:00,157,N,32578,2007,77,72,0.52,Monday
148,2007-09-16,home,CIN,W,5,2,76-72,2,-1.0,2:39:00,159,D,31150,2007,76,72,0.51,Sunday
147,2007-09-15,home,CIN,W,5,3,75-72,2,-1.0,3:12:00,192,N,40710,2007,75,72,0.51,Saturday
146,2007-09-14,home,CIN,L,5,6,74-72,2,-1.5,2:39:00,159,N,42944,2007,74,72,0.51,Friday
145,2007-09-12,home,PIT,L,4,7,74-71,1,0.0,3:02:00,182,D,10566,2007,74,71,0.51,Wednesday
144,2007-09-11,home,PIT,W,6,1,74-70,1,1.0,2:38:00,158,N,11962,2007,74,70,0.51,Tuesday
143,2007-09-10,home,PIT,L,0,9,73-70,1,0.0,2:18:00,138,N,13683,2007,73,70,0.51,Monday
142,2007-09-09,home,CIN,W,10,5,73-69,1,1.0,2:31:00,151,D,21534,2007,73,69,0.51,Sunday
141,2007-09-08,home,CIN,W,4,3,72-69,1,0.0,2:48:00,168,N,22758,2007,72,69,0.51,Saturday
140,2007-09-07,home,CIN,L,4,11,71-69,1,0.0,2:34:00,154,N,21006,2007,71,69,0.51,Friday
139,2007-09-05,home,HOU,W,14,2,71-68,2,-0.5,2:40:00,160,N,28988,2007,71,68,0.51,Wednesday
138,2007-09-04,home,HOU,W,5,3,70-68,2,-0.5,2:44:00,164,N,25854,2007,70,68,0.51,Tuesday
137,2007-09-03,home,HOU,L,7,9,69-68,2,-1.5,3:50:00,230,D,31226,2007,69,68,0.5,Monday
136,2007-09-02,home,PIT,W,7,4,69-67,2,-1.5,2:58:00,178,D,39339,2007,69,67,0.51,Sunday
135,2007-09-01,home,PIT,W,12,3,68-67,2,-1.5,2:52:00,172,N,34190,2007,68,67,0.5,Saturday
134,2007-08-31,home,PIT,W,3,2,67-67,2,-1.5,2:30:00,150,N,35689,2007,67,67,0.5,Friday
133,2007-08-30,home,CHC,L,4,5,66-67,2,-2.5,3:05:00,185,N,40790,2007,66,67,0.5,Thursday
132,2007-08-29,home,CHC,W,6,1,66-66,2,-1.5,2:47:00,167,N,40512,2007,66,66,0.5,Wednesday
131,2007-08-28,home,CHC,L,3,5,65-66,3,-2.5,2:43:00,163,N,40884,2007,65,66,0.5,Tuesday
130,2007-08-26,home,SFG,L,4,5,65-65,2,-1.5,2:15:00,135,D,40997,2007,65,65,0.5,Sunday
129,2007-08-25,home,SFG,L,2,6,65-64,2,-1.5,2:37:00,157,N,39069,2007,65,64,0.5,Saturday
128,2007-08-24,home,SFG,L,6,11,65-63,2,-1.5,2:52:00,172,N,37583,2007,65,63,0.51,Friday
127,2007-08-22,home,ARI,L,2,3,65-62,2,-1.0,2:18:00,138,N,31720,2007,65,62,0.51,Wednesday
126,2007-08-21,home,ARI,W,7,4,65-61,1,0.0,2:59:00,179,N,27784,2007,65,61,0.52,Tuesday
125,2007-08-20,home,ARI,W,9,0,64-61,1,0.0,2:51:00,171,N,26900,2007,64,61,0.51,Monday
124,2007-08-19,home,CIN,L,6,7,63-61,2,-1.0,3:00:00,180,D,42398,2007,63,61,0.51,Sunday
123,2007-08-18,home,CIN,W,8,4,63-60,2,-0.5,3:12:00,192,N,43087,2007,63,60,0.51,Saturday
122,2007-08-17,home,CIN,L,3,8,62-60,2,-0.5,2:55:00,175,N,41008,2007,62,60,0.51,Friday
121,2007-08-16,home,STL,L,0,8,62-59,1,0.5,2:54:00,174,D,36062,2007,62,59,0.51,Thursday
